Timestamp,DeviceName,AdvertisingType,AddressType,Address,RSSI,Channel
2024-04-10T15:02:05.944,,2,1,60:35:90:e5:08:bb,-73,37
2024-04-10T15:02:05.944,,2,1,60:35:90:e5:08:bb,-51,39
2024-04-10T15:02:05.954,,2,1,60:35:90:e5:08:bb,-76,37
2024-04-10T15:02:05.954,,2,1,60:35:90:e5:08:bb,-50,39
2024-04-10T15:02:05.964,,2,1,60:35:90:e5:08:bb,-50,39
2024-04-10T15:02:05.964,,2,1,60:35:90:e5:08:bb,-75,37
2024-04-10T15:02:06.024,,2,1,60:35:90:e5:08:bb,-57,38
2024-04-10T15:02:06.034,,2,1,60:35:90:e5:08:bb,-58,38
2024-04-10T15:02:06.044,,2,1,60:35:90:e5:08:bb,-59,38
2024-04-10T15:02:06.244,,2,1,60:35:90:e5:08:bb,-49,39
2024-04-10T15:02:06.244,,2,1,60:35:90:e5:08:bb,-78,37
2024-04-10T15:02:06.274,,2,1,60:35:90:e5:08:bb,-59,38
2024-04-10T15:02:06.494,,2,1,60:35:90:e5:08:bb,-50,39
2024-04-10T15:02:06.494,,2,1,60:35:90:e5:08:bb,-75,37
2024-04-10T15:02:06.574,,2,1,60:35:90:e5:08:bb,-59,38
2024-04-10T15:02:06.794,,2,1,60:35:90:e5:08:bb,-50,39
2024-04-10T15:02:06.794,,2,1,60:35:90:e5:08:bb,-76,37
2024-04-10T15:02:06.874,,2,1,60:35:90:e5:08:bb,-59,38
2024-04-10T15:02:07.094,,2,1,60:35:90:e5:08:bb,-50,39
2024-04-10T15:02:07.094,,2,1,60:35:90:e5:08:bb,-76,37
2024-04-10T15:02:07.174,,2,1,60:35:90:e5:08:bb,-59,38
2024-04-10T15:02:07.394,,2,1,60:35:90:e5:08:bb,-50,39
2024-04-10T15:02:07.394,,2,1,60:35:90:e5:08:bb,-76,37
2024-04-10T15:02:07.424,,2,1,60:35:90:e5:08:bb,-59,38
2024-04-10T15:02:07.644,,2,1,60:35:90:e5:08:bb,-50,39
2024-04-10T15:02:07.644,,2,1,60:35:90:e5:08:bb,-75,37
2024-04-10T15:02:07.724,,2,1,60:35:90:e5:08:bb,-58,38
2024-04-10T15:02:07.944,,2,1,60:35:90:e5:08:bb,-76,37
2024-04-10T15:02:07.944,,2,1,60:35:90:e5:08:bb,-50,39
2024-04-10T15:02:08.024,,2,1,60:35:90:e5:08:bb,-59,38
2024-04-10T15:02:08.244,,2,1,60:35:90:e5:08:bb,-79,37
2024-04-10T15:02:08.244,,2,1,60:35:90:e5:08:bb,-50,39
2024-04-10T15:02:08.324,,2,1,60:35:90:e5:08:bb,-59,38
2024-04-10T15:02:08.574,,2,1,60:35:90:e5:08:bb,-59,38
