2024-04-03T16:42:00.269000,60:29:2e:44:13:5c,1,-45
2024-04-03T16:42:00.475000,54:d2:72:64:1b:f4,0,-43
2024-04-03T16:42:00.482000,54:d2:72:64:1b:f4,0,-53
2024-04-03T16:42:00.554000,60:29:2e:44:13:5c,1,-45
2024-04-03T16:42:00.837000,60:29:2e:44:13:5c,1,-44
2024-04-03T16:42:01.124000,60:29:2e:44:13:5c,1,-45
2024-04-03T16:42:01.308000,54:d2:72:64:1b:f4,0,-54
2024-04-03T16:42:01.416000,60:29:2e:44:13:5c,1,-51
2024-04-03T16:42:01.701000,60:29:2e:44:13:5c,1,-45
2024-04-03T16:42:01.986000,60:29:2e:44:13:5c,1,-51
2024-04-03T16:42:02.272000,60:29:2e:44:13:5c,1,-45
2024-04-03T16:42:02.276000,60:29:2e:44:13:5c,1,-44
2024-04-03T16:42:02.563000,60:29:2e:44:13:5c,1,-47
2024-04-03T16:42:02.849000,60:29:2e:44:13:5c,1,-45
2024-04-03T16:42:03.138000,60:29:2e:44:13:5c,1,-45
2024-04-03T16:42:03.297000,54:d2:72:64:1b:f4,0,-42
2024-04-03T16:42:03.429000,60:29:2e:44:13:5c,1,-51
2024-04-03T16:42:03.712000,60:29:2e:44:13:5c,1,-46
2024-04-03T16:42:03.716000,60:29:2e:44:13:5c,1,-45
2024-04-03T16:42:04.289000,60:29:2e:44:13:5c,1,-45
2024-04-03T16:42:04.319000,54:d2:72:64:1b:f4,0,-42
2024-04-03T16:42:04.573000,60:29:2e:44:13:5c,1,-45
2024-04-03T16:42:04.862000,60:29:2e:44:13:5c,1,-44
2024-04-03T16:42:04.871000,60:29:2e:44:13:5c,1,-51
2024-04-03T16:42:05.143000,60:29:2e:44:13:5c,1,-46
2024-04-03T16:42:05.349000,54:d2:72:64:1b:f4,0,-43
2024-04-03T16:42:05.436000,60:29:2e:44:13:5c,1,-51
2024-04-03T16:42:05.722000,60:29:2e:44:13:5c,1,-46
2024-04-03T16:42:05.731000,60:29:2e:44:13:5c,1,-45
2024-04-03T16:42:06.006000,60:29:2e:44:13:5c,1,-51
2024-04-03T16:42:06.290000,60:29:2e:44:13:5c,1,-45
2024-04-03T16:42:06.322000,54:d2:72:64:1b:f4,0,-60
2024-04-03T16:42:06.578000,60:29:2e:44:13:5c,1,-51
2024-04-03T16:42:06.860000,60:29:2e:44:13:5c,1,-46
2024-04-03T16:42:07.152000,60:29:2e:44:13:5c,1,-48
2024-04-03T16:42:07.351000,54:d2:72:64:1b:f4,0,-42
2024-04-03T16:42:07.442000,60:29:2e:44:13:5c,1,-45
2024-04-03T16:42:08.010000,60:29:2e:44:13:5c,1,-45
2024-04-03T16:42:08.377000,54:d2:72:64:1b:f4,0,-43
2024-04-03T16:42:08.578000,60:29:2e:44:13:5c,1,-44
2024-04-03T16:42:08.867000,60:29:2e:44:13:5c,1,-46
2024-04-03T16:42:09.160000,60:29:2e:44:13:5c,1,-50
2024-04-03T16:42:09.406000,54:d2:72:64:1b:f4,0,-52
2024-04-03T16:42:09.448000,60:29:2e:44:13:5c,1,-45
2024-04-03T16:42:10.022000,60:29:2e:44:13:5c,1,-45
2024-04-03T16:42:10.308000,60:29:2e:44:13:5c,1,-46
2024-04-03T16:42:10.370000,54:d2:72:64:1b:f4,0,-53
2024-04-03T16:42:10.596000,60:29:2e:44:13:5c,1,-50
2024-04-03T16:42:10.881000,60:29:2e:44:13:5c,1,-46
2024-04-03T16:42:11.168000,60:29:2e:44:13:5c,1,-48
2024-04-03T16:42:11.401000,54:d2:72:64:1b:f4,0,-43
