Timestamp,Address,AddressType,RSSI
2024-03-27T15:15:47.372,d7:3f:2b:21:a4:63,1,-31
2024-03-27T15:15:47.700,d7:3f:2b:21:a4:63,1,-30
2024-03-27T15:15:48.017,d7:3f:2b:21:a4:63,1,-35
2024-03-27T15:15:48.345,d7:3f:2b:21:a4:63,1,-34
2024-03-27T15:15:48.667,d7:3f:2b:21:a4:63,1,-31
2024-03-27T15:15:48.987,d7:3f:2b:21:a4:63,1,-32
2024-03-27T15:15:49.314,d7:3f:2b:21:a4:63,1,-32
2024-03-27T15:15:49.641,d7:3f:2b:21:a4:63,1,-31
2024-03-27T15:15:49.966,d7:3f:2b:21:a4:63,1,-32
2024-03-27T15:15:50.288,d7:3f:2b:21:a4:63,1,-31
2024-03-27T15:15:50.613,d7:3f:2b:21:a4:63,1,-32
2024-03-27T15:15:50.938,d7:3f:2b:21:a4:63,1,-32
2024-03-27T15:15:51.262,d7:3f:2b:21:a4:63,1,-32
2024-03-27T15:15:51.581,d7:3f:2b:21:a4:63,1,-34
2024-03-27T15:15:51.906,d7:3f:2b:21:a4:63,1,-31
2024-03-27T15:15:52.232,d7:3f:2b:21:a4:63,1,-30
2024-03-27T15:15:52.548,d7:3f:2b:21:a4:63,1,-31
2024-03-27T15:15:52.874,d7:3f:2b:21:a4:63,1,-33
2024-03-27T15:15:53.202,d7:3f:2b:21:a4:63,1,-33
2024-03-27T15:15:53.849,d7:3f:2b:21:a4:63,1,-32
2024-03-27T15:15:53.868,d7:3f:2b:21:a4:63,1,-31
2024-03-27T15:15:54.168,d7:3f:2b:21:a4:63,1,-33
2024-03-27T15:15:54.493,d7:3f:2b:21:a4:63,1,-34
2024-03-27T15:15:54.822,d7:3f:2b:21:a4:63,1,-35
2024-03-27T15:15:55.143,d7:3f:2b:21:a4:63,1,-31
2024-03-27T15:15:55.466,d7:3f:2b:21:a4:63,1,-31
2024-03-27T15:15:55.795,d7:3f:2b:21:a4:63,1,-32
2024-03-27T15:15:56.117,d7:3f:2b:21:a4:63,1,-34
2024-03-27T15:15:56.439,d7:3f:2b:21:a4:63,1,-30
