Timestamp,Address,AddressType,RSSI
2024-04-11T13:56:35.887,40:be:fb:bc:37:b1,1,-50
2024-04-11T13:56:36.175,40:be:fb:bc:37:b1,1,-40
2024-04-11T13:56:36.752,40:be:fb:bc:37:b1,1,-61
2024-04-11T13:56:37.040,40:be:fb:bc:37:b1,1,-57
2024-04-11T13:56:37.325,40:be:fb:bc:37:b1,1,-58
2024-04-11T13:56:37.614,40:be:fb:bc:37:b1,1,-52
2024-04-11T13:56:38.186,40:be:fb:bc:37:b1,1,-52
2024-04-11T13:56:38.759,40:be:fb:bc:37:b1,1,-51
2024-04-11T13:56:39.044,40:be:fb:bc:37:b1,1,-56
2024-04-11T13:56:39.332,40:be:fb:bc:37:b1,1,-59
2024-04-11T13:56:39.617,40:be:fb:bc:37:b1,1,-55
2024-04-11T13:56:39.905,40:be:fb:bc:37:b1,1,-60
2024-04-11T13:56:40.187,40:be:fb:bc:37:b1,1,-55
2024-04-11T13:56:40.473,40:be:fb:bc:37:b1,1,-59
2024-04-11T13:56:40.759,40:be:fb:bc:37:b1,1,-56
2024-04-11T13:56:41.048,40:be:fb:bc:37:b1,1,-60
2024-04-11T13:56:41.330,40:be:fb:bc:37:b1,1,-56
2024-04-11T13:56:41.616,40:be:fb:bc:37:b1,1,-59
2024-04-11T13:56:41.904,40:be:fb:bc:37:b1,1,-53
2024-04-11T13:56:42.189,40:be:fb:bc:37:b1,1,-60
2024-04-11T13:56:42.472,40:be:fb:bc:37:b1,1,-52
2024-04-11T13:56:43.042,40:be:fb:bc:37:b1,1,-53
2024-04-11T13:56:43.327,40:be:fb:bc:37:b1,1,-71
2024-04-11T13:56:43.614,40:be:fb:bc:37:b1,1,-36
2024-04-11T13:56:43.904,40:be:fb:bc:37:b1,1,-55
2024-04-11T13:56:44.194,40:be:fb:bc:37:b1,1,-58
2024-04-11T13:56:44.482,40:be:fb:bc:37:b1,1,-53
2024-04-11T13:56:44.766,40:be:fb:bc:37:b1,1,-58
2024-04-11T13:56:45.054,40:be:fb:bc:37:b1,1,-53
2024-04-11T13:56:45.337,40:be:fb:bc:37:b1,1,-58
2024-04-11T13:56:45.616,40:be:fb:bc:37:b1,1,-55
2024-04-11T13:56:45.905,40:be:fb:bc:37:b1,1,-57
2024-04-11T13:56:46.194,40:be:fb:bc:37:b1,1,-53
2024-04-11T13:56:46.477,40:be:fb:bc:37:b1,1,-58
2024-04-11T13:56:46.759,40:be:fb:bc:37:b1,1,-54
