2024-04-03T16:21:22.431000,64:56:9f:e0:30:5f,1,-47
2024-04-03T16:21:22.449000,42:b9:67:f5:20:71,1,-91
2024-04-03T16:21:22.472000,a4:c1:38:e0:67:ae,0,-70
2024-04-03T16:21:22.499000,54:d2:72:64:1b:f4,0,-45
2024-04-03T16:21:22.561000,54:d2:72:64:1b:f4,0,-47
2024-04-03T16:21:22.610000,63:9b:6b:22:96:e6,1,-88
2024-04-03T16:21:22.734000,cb:94:54:ed:5d:28,1,-90
2024-04-03T16:21:22.744000,42:b9:67:f5:20:71,1,-82
2024-04-03T16:21:22.893000,63:9b:6b:22:96:e6,1,-90
2024-04-03T16:21:22.997000,64:56:9f:e0:30:5f,1,-48
2024-04-03T16:21:23.154000,cb:94:54:ed:5d:28,1,-90
2024-04-03T16:21:23.170000,dc:23:4f:a9:9a:46,0,-81
2024-04-03T16:21:23.182000,63:9b:6b:22:96:e6,1,-89
2024-04-03T16:21:23.299000,42:b9:67:f5:20:71,1,-83
2024-04-03T16:21:23.567000,64:56:9f:e0:30:5f,1,-50
2024-04-03T16:21:23.576000,cb:94:54:ed:5d:28,1,-91
2024-04-03T16:21:23.585000,42:b9:67:f5:20:71,1,-87
2024-04-03T16:21:23.648000,e5:fa:a2:14:5b:bd,1,-96
2024-04-03T16:21:23.704000,44:3d:5d:2c:6a:63,1,-98
2024-04-03T16:21:23.731000,55:07:75:be:a2:ef,1,-96
2024-04-03T16:21:23.755000,63:9b:6b:22:96:e6,1,-88
2024-04-03T16:21:23.855000,64:56:9f:e0:30:5f,1,-50
2024-04-03T16:21:23.869000,42:b9:67:f5:20:71,1,-83
2024-04-03T16:21:23.913000,55:07:75:be:a2:ef,1,-96
2024-04-03T16:21:24.003000,cb:94:54:ed:5d:28,1,-80
2024-04-03T16:21:24.044000,63:9b:6b:22:96:e6,1,-88
2024-04-03T16:21:24.137000,64:56:9f:e0:30:5f,1,-48
2024-04-03T16:21:24.151000,42:b9:67:f5:20:71,1,-88
2024-04-03T16:21:24.183000,dc:23:4f:a9:9a:46,0,-87
2024-04-03T16:21:24.234000,5c:13:8e:8b:b0:9a,1,-92
2024-04-03T16:21:24.330000,63:9b:6b:22:96:e6,1,-90
2024-04-03T16:21:24.422000,64:56:9f:e0:30:5f,1,-48
2024-04-03T16:21:24.429000,cb:94:54:ed:5d:28,1,-88
2024-04-03T16:21:24.438000,42:b9:67:f5:20:71,1,-91
2024-04-03T16:21:24.612000,63:9b:6b:22:96:e6,1,-88
2024-04-03T16:21:24.616000,54:d2:72:64:1b:f4,0,-37
2024-04-03T16:21:24.702000,64:56:9f:e0:30:5f,1,-48
2024-04-03T16:21:24.713000,42:b9:67:f5:20:71,1,-82
2024-04-03T16:21:24.756000,a4:c1:38:e0:67:ae,0,-68
2024-04-03T16:21:24.789000,5c:13:8e:8b:b0:9a,1,-96
2024-04-03T16:21:24.900000,63:9b:6b:22:96:e6,1,-93
2024-04-03T16:21:24.987000,64:56:9f:e0:30:5f,1,-49
2024-04-03T16:21:24.994000,42:b9:67:f5:20:71,1,-88
2024-04-03T16:21:25.180000,63:9b:6b:22:96:e6,1,-89
2024-04-03T16:21:25.185000,dc:23:4f:a9:9a:46,0,-82
2024-04-03T16:21:25.274000,42:b9:67:f5:20:71,1,-90
2024-04-03T16:21:25.278000,64:56:9f:e0:30:5f,1,-47
2024-04-03T16:21:25.466000,63:9b:6b:22:96:e6,1,-87
2024-04-03T16:21:25.561000,42:b9:67:f5:20:71,1,-89
2024-04-03T16:21:25.635000,54:d2:72:64:1b:f4,0,-39
2024-04-03T16:21:25.843000,42:b9:67:f5:20:71,1,-89
2024-04-03T16:21:25.859000,64:56:9f:e0:30:5f,1,-50
2024-04-03T16:21:26.033000,63:9b:6b:22:96:e6,1,-87
2024-04-03T16:21:26.131000,42:b9:67:f5:20:71,1,-89
2024-04-03T16:21:26.139000,64:56:9f:e0:30:5f,1,-51
2024-04-03T16:21:26.193000,dc:23:4f:a9:9a:46,0,-89
2024-04-03T16:21:26.283000,63:40:54:d1:00:da,1,-103
2024-04-03T16:21:26.322000,63:9b:6b:22:96:e6,1,-87
2024-04-03T16:21:26.411000,42:b9:67:f5:20:71,1,-90
2024-04-03T16:21:26.422000,64:56:9f:e0:30:5f,1,-47
2024-04-03T16:21:26.608000,63:9b:6b:22:96:e6,1,-92
2024-04-03T16:21:26.616000,54:d2:72:64:1b:f4,0,-47
2024-04-03T16:21:26.659000,55:07:75:be:a2:ef,1,-98
2024-04-03T16:21:26.693000,42:b9:67:f5:20:71,1,-83
2024-04-03T16:21:26.705000,64:56:9f:e0:30:5f,1,-48
2024-04-03T16:21:26.840000,55:07:75:be:a2:ef,1,-100
2024-04-03T16:21:26.892000,63:9b:6b:22:96:e6,1,-87
2024-04-03T16:21:26.949000,cb:94:54:ed:5d:28,1,-89
2024-04-03T16:21:26.970000,e8:d2:ed:ce:49:81,1,-53
2024-04-03T16:21:27.002000,42:b9:67:f5:20:71,1,-88
2024-04-03T16:21:27.008000,64:56:9f:e0:30:5f,1,-51
2024-04-03T16:21:27.194000,dc:23:4f:a9:9a:46,0,-81
