Timestamp,DeviceName,AdvertisingType,AddressType,Address,RSSI,Channel
1712318033067,SP3B11ed5d28,0,1,cb:94:54:ed:5d:28,-76,39
1712318033067,,2,1,60:db:f5:56:3f:73,-65,39
1712318033067,,0,0,a4:c1:38:e0:67:ae,-59,39
1712318033177,SP3B11ed5d28,0,1,cb:94:54:ed:5d:28,-78,37
1712318033187,SP3B11ed5d28,0,1,cb:94:54:ed:5d:28,-77,38
1712318033067,,2,1,60:db:f5:56:3f:73,-65,39
1712318033177,,0,1,7d:45:44:fe:77:b8,-91,37
1712318033187,,2,1,60:db:f5:56:3f:73,-71,38
1712318033067,,0,0,a0:de:0f:9b:a4:02,-81,39
1712318033187,,0,0,a4:c1:38:e0:67:ae,-59,38
1712318033177,,2,1,60:db:f5:56:3f:73,-77,37
1712318033187,,2,1,60:db:f5:56:3f:73,-68,38
1712318033067,SP3B11ed5d28,0,1,cb:94:54:ed:5d:28,-78,39
1712318033177,,3,1,15:63:88:3b:e6:7a,-96,37
1712318033077,,0,1,ff:cb:d1:dc:df:ea,-54,39
1712318033187,SP3B11ed5d28,0,1,cb:94:54:ed:5d:28,-77,38
1712318033077,,2,1,60:db:f5:56:3f:73,-65,39
1712318033177,,0,1,4c:99:06:13:b7:7a,-90,37
1712318033187,,0,0,dc:23:4f:a9:9a:46,-80,38
1712318033177,,0,1,7c:63:56:5f:7b:0d,-94,37
1712318033087,,0,0,dc:23:4f:a9:9a:46,-87,39
1712318033197,SP3B11ed5d28,0,1,cb:94:54:ed:5d:28,-76,38
1712318033187,,0,0,a4:c1:38:e0:67:ae,-58,37
1712318033087,SP3B11ed5d28,0,1,cb:94:54:ed:5d:28,-78,39
1712318033197,,2,1,60:db:f5:56:3f:73,-69,38
1712318033087,,0,0,a0:de:0f:9b:a4:02,-84,39
1712318033187,,2,1,60:db:f5:56:3f:73,-82,37
1712318033207,,2,1,60:db:f5:56:3f:73,-69,38
1712318033097,,2,1,60:db:f5:56:3f:73,-66,39
1712318033187,,0,0,a0:de:0f:9b:a4:02,-78,37
1712318033117,SP3B11ed5d28,0,1,cb:94:54:ed:5d:28,-77,39
1712318033207,SP3B11ed5d28,0,1,cb:94:54:ed:5d:28,-78,38
1712318033197,SP3B11ed5d28,0,1,cb:94:54:ed:5d:28,-79,37
1712318033167,,3,1,6e:66:ed:09:51:e9,-90,39
1712318033207,,0,1,ff:cb:d1:dc:df:ea,-56,38
1712318033197,,0,1,4c:99:06:13:b7:7a,-90,37
1712318033207,SP3B11ed5d28,0,1,cb:94:54:ed:5d:28,-79,37
1712318033227,,3,1,d2:39:ab:7a:d6:44,-92,37
1712318033277,,3,1,6e:66:ed:09:51:e9,-92,37
1712318033267,,0,0,a0:de:0f:9b:a4:02,-84,39
1712318033367,,0,0,a0:de:0f:9b:a4:02,-78,37
