Timestamp,DeviceName,AdvertisingType,AddressType,Address,RSSI,Channel
1712843351890,,2,1,6a:38:49:e9:6f:7b,-60,38
1712843351880,,2,1,6a:38:49:e9:6f:7b,-64,37
1712843351890,,2,1,6a:38:49:e9:6f:7b,-60,38
1712843351880,,2,1,6a:38:49:e9:6f:7b,-62,37
1712843351890,,2,1,6a:38:49:e9:6f:7b,-63,38
1712843351970,,2,1,6a:38:49:e9:6f:7b,-51,39
1712843351880,,2,1,6a:38:49:e9:6f:7b,-61,37
1712843351890,,2,1,6a:38:49:e9:6f:7b,-63,38
1712843351970,,2,1,6a:38:49:e9:6f:7b,-51,39
1712843351880,,2,1,6a:38:49:e9:6f:7b,-62,37
1712843351970,,2,1,6a:38:49:e9:6f:7b,-50,39
1712843351890,,2,1,6a:38:49:e9:6f:7b,-62,38
1712843351880,,2,1,6a:38:49:e9:6f:7b,-63,37
1712843351890,,2,1,6a:38:49:e9:6f:7b,-62,38
1712843351970,,2,1,6a:38:49:e9:6f:7b,-50,39
1712843351880,,2,1,6a:38:49:e9:6f:7b,-64,37
1712843351900,,2,1,6a:38:49:e9:6f:7b,-63,38
1712843351970,,2,1,6a:38:49:e9:6f:7b,-50,39
1712843351890,,2,1,6a:38:49:e9:6f:7b,-64,37
1712843351900,,2,1,6a:38:49:e9:6f:7b,-63,38
1712843351970,,2,1,6a:38:49:e9:6f:7b,-50,39
1712843351890,,2,1,6a:38:49:e9:6f:7b,-63,37
1712843351900,,2,1,6a:38:49:e9:6f:7b,-64,38
1712843351980,,2,1,6a:38:49:e9:6f:7b,-50,39
1712843351890,,2,1,6a:38:49:e9:6f:7b,-63,37
1712843351980,,2,1,6a:38:49:e9:6f:7b,-50,39
1712843351910,,2,1,6a:38:49:e9:6f:7b,-63,38
1712843351900,,2,1,6a:38:49:e9:6f:7b,-63,37
1712843351910,,2,1,6a:38:49:e9:6f:7b,-63,38
1712843351980,,2,1,6a:38:49:e9:6f:7b,-49,39
1712843351900,,2,1,6a:38:49:e9:6f:7b,-63,37
1712843351990,,2,1,6a:38:49:e9:6f:7b,-50,39
1712843352140,,2,1,6a:38:49:e9:6f:7b,-62,38
1712843352130,,2,1,6a:38:49:e9:6f:7b,-63,37
1712843352220,,2,1,6a:38:49:e9:6f:7b,-49,39
1712843352440,,2,1,6a:38:49:e9:6f:7b,-62,38
1712843352430,,2,1,6a:38:49:e9:6f:7b,-63,37
1712843352520,,2,1,6a:38:49:e9:6f:7b,-50,39
1712843352770,,2,1,6a:38:49:e9:6f:7b,-50,39
1712843352740,,2,1,6a:38:49:e9:6f:7b,-61,38
1712843352990,,2,1,6a:38:49:e9:6f:7b,-61,38
1712843352980,,2,1,6a:38:49:e9:6f:7b,-64,37
1712843353070,,2,1,6a:38:49:e9:6f:7b,-50,39
1712843353290,,2,1,6a:38:49:e9:6f:7b,-62,38
1712843353280,,2,1,6a:38:49:e9:6f:7b,-63,37
1712843353370,,2,1,6a:38:49:e9:6f:7b,-50,39
1712843353530,,2,1,6a:38:49:e9:6f:7b,-63,37
1712843353620,,2,1,6a:38:49:e9:6f:7b,-50,39
1712843353840,,2,1,6a:38:49:e9:6f:7b,-61,38
1712843353830,,2,1,6a:38:49:e9:6f:7b,-63,37
1712843353920,,2,1,6a:38:49:e9:6f:7b,-50,39
1712843354140,,2,1,6a:38:49:e9:6f:7b,-59,38
1712843354130,,2,1,6a:38:49:e9:6f:7b,-62,37
1712843354220,,2,1,6a:38:49:e9:6f:7b,-51,39
1712843354440,,2,1,6a:38:49:e9:6f:7b,-58,38
1712843354430,,2,1,6a:38:49:e9:6f:7b,-63,37
1712843354520,,2,1,6a:38:49:e9:6f:7b,-51,39
1712843354680,,2,1,6a:38:49:e9:6f:7b,-64,37
1712843354770,,2,1,6a:38:49:e9:6f:7b,-51,39
1712843354990,,2,1,6a:38:49:e9:6f:7b,-59,38
1712843354980,,2,1,6a:38:49:e9:6f:7b,-63,37
1712843355070,,2,1,6a:38:49:e9:6f:7b,-51,39
1712843355290,,2,1,6a:38:49:e9:6f:7b,-58,38
1712843355280,,2,1,6a:38:49:e9:6f:7b,-63,37
1712843355370,,2,1,6a:38:49:e9:6f:7b,-50,39
1712843355590,,2,1,6a:38:49:e9:6f:7b,-59,38
1712843355580,,2,1,6a:38:49:e9:6f:7b,-62,37
1712843355670,,2,1,6a:38:49:e9:6f:7b,-50,39
1712843355840,,2,1,6a:38:49:e9:6f:7b,-60,38
1712843355920,,2,1,6a:38:49:e9:6f:7b,-50,39
1712843355830,,2,1,6a:38:49:e9:6f:7b,-62,37
1712843356130,,2,1,6a:38:49:e9:6f:7b,-61,37
1712843356220,,2,1,6a:38:49:e9:6f:7b,-50,39
1712843356140,,2,1,6a:38:49:e9:6f:7b,-61,38
1712843356440,,2,1,6a:38:49:e9:6f:7b,-63,38
1712843356520,,2,1,6a:38:49:e9:6f:7b,-50,39
1712843356430,,2,1,6a:38:49:e9:6f:7b,-61,37
1712843356740,,2,1,6a:38:49:e9:6f:7b,-62,38
1712843356730,,2,1,6a:38:49:e9:6f:7b,-62,37
1712843356990,,2,1,6a:38:49:e9:6f:7b,-62,38
1712843356980,,2,1,6a:38:49:e9:6f:7b,-62,37
1712843357070,,2,1,6a:38:49:e9:6f:7b,-50,39
1712843357290,,2,1,6a:38:49:e9:6f:7b,-61,38
1712843357280,,2,1,6a:38:49:e9:6f:7b,-62,37
1712843357370,,2,1,6a:38:49:e9:6f:7b,-50,39
1712843357620,,2,1,6a:38:49:e9:6f:7b,-51,39
