Timestamp,DeviceName,AdvertisingType,AddressType,Address,RSSI,Channel
2024-03-20T13:47:37.893,,0.0,00,14:13:0b:44:19:e5,-98.0,38.0
2024-03-20T13:47:37.893,,3.0,01,5b:eb:5d:fe:4d:c1,-54.0,38.0
2024-03-20T13:47:37.893,,3.0,01,71:f8:e4:d0:87:c1,-95.0,38.0
2024-03-20T13:47:37.893,Kronaby,0.0,01,c4:ac:b0:a6:99:9d,-68.0,38.0
2024-03-20T13:47:37.893,Onv,0.0,01,e8:d2:ed:ce:49:81,-60.0,38.0
2024-03-20T13:47:37.903,,0.0,01,4f:70:4e:b9:bd:b6,-94.0,38.0
2024-03-20T13:47:37.903,,0.0,01,6d:c3:45:5a:d4:09,-96.0,38.0
2024-03-20T13:47:37.903,,0.0,01,57:71:55:55:67:34,-54.0,38.0
2024-03-20T13:47:37.913,,0.0,01,ff:cb:d1:dc:df:ea,-47.0,38.0
2024-03-20T13:47:37.913,,3.0,01,13:9b:b1:d4:65:fe,-81.0,38.0
2024-03-20T13:47:37.923,,0.0,00,14:13:0b:44:19:e5,-78.0,38.0
2024-03-20T13:47:37.923,,3.0,01,3b:37:d4:c1:4c:f9,-91.0,38.0
2024-03-20T13:47:37.923,,0.0,01,57:8e:28:cf:e0:31,-91.0,38.0
2024-03-20T13:47:37.933,,3.0,01,3a:66:73:99:ce:7c,-86.0,38.0
2024-03-20T13:47:37.933,,0.0,01,7f:23:8a:30:db:bb,-54.0,38.0
2024-03-20T13:47:37.933,,0.0,01,57:68:bf:d0:c7:7c,-95.0,38.0
2024-03-20T13:47:37.943,,3.0,01,58:62:86:94:56:88,-98.0,38.0
2024-03-20T13:47:37.943,,0.0,00,14:13:0b:44:19:e5,-86.0,38.0
2024-03-20T13:47:37.943,,0.0,01,49:3a:5b:95:f0:77,-75.0,38.0
2024-03-20T13:47:37.953,,0.0,01,57:71:55:55:67:34,-53.0,38.0
2024-03-20T13:47:37.953,,3.0,01,71:f8:e4:d0:87:c1,-95.0,38.0
2024-03-20T13:47:37.963,,3.0,01,5b:eb:5d:fe:4d:c1,-54.0,38.0
2024-03-20T13:47:37.983,,3.0,01,0d:0e:16:9f:99:cb,-90.0,37.0
2024-03-20T13:47:37.983,,0.0,00,14:13:0b:44:19:e5,-83.0,38.0
2024-03-20T13:47:37.983,Onv,0.0,01,e8:d2:ed:ce:49:81,-49.0,37.0
2024-03-20T13:47:37.983,Kronaby,0.0,01,c4:ac:b0:a6:99:9d,-73.0,37.0
2024-03-20T13:47:37.983,,2.0,01,f0:94:d4:95:26:a4,-96.0,37.0
2024-03-20T13:47:37.983,,0.0,00,14:13:0b:44:19:e5,-75.0,37.0
